ID,TYPE,MODEL,BATTERY,BATTERYLIFE,HARDDISK,HARDDISKLIFE,PROCESSOR,PROCESSORLIFE,COOLINGFAN,COOLINGFANLIFE,sum,dailyuse
1610119802,Gaming,G1,5000,7,6000,15,5200,31,500,32,85,6
1610113243,Home,H1,2500,15,3000,31,2200,33,300,29,108,5
1610113244,Office,O1,3000,14,4000,47,3700,17,350,19,97,5
1610119913,Gaming,G1,5000,7,6000,36,5200,14,500,28,85,6
1610113246,Office,O3,4500,38,6500,22,5500,30,600,36,126,4
1610113247,Student,S2,2500,26,7000,23,3500,33,500,28,110,5
1510110230,Gaming,G1,5000,12,6000,31,5200,36,500,23,102,5
1610113249,Home,H2,3500,33,4500,7,3200,40,400,41,121,4
1610113250,Home,H3,4500,50,5500,15,4300,32,550,42,139,4
1610113251,Home,H2,3500,36,4500,11,3200,43,400,30,120,4
1510110397,Gaming,G1,5000,8,6000,17,5200,21,500,24,70,7
1610113253,Home,H2,3500,28,4500,31,3200,22,400,33,114,4
1510110448,Gaming,G1,5000,11,6000,50,5200,26,500,24,111,5
1510110607,Gaming,G1,5000,4,6000,40,5200,37,500,26,107,5
1610113256,Student,S1,1500,10,4500,49,2500,28,350,22,109,5
1610113257,Office,O3,4500,45,6500,41,5500,14,600,34,134,4
1610113258,Office,O1,3000,15,4000,41,3700,34,350,19,109,5
1610113259,Home,H1,2500,15,3000,36,2200,31,300,25,107,5
1510110779,Gaming,G1,5000,4,6000,41,5200,21,500,28,94,5
1610113261,Home,H1,2500,17,3000,31,2200,29,300,25,102,5
1610113262,Office,O3,4500,38,6500,11,5500,16,600,36,101,5
1610113263,Office,O1,3000,13,4000,40,3700,16,350,17,86,6
1610113264,Home,H1,2500,13,3000,34,2200,35,300,30,112,4
1610113265,Student,S2,2500,25,7000,46,3500,15,500,26,112,4
1510111305,Gaming,G1,5000,10,6000,38,5200,19,500,24,91,5
1610113267,Home,H3,4500,56,5500,35,4300,14,550,35,140,4
1510111345,Gaming,G1,5000,7,6000,7,5200,15,500,33,62,8
1610113269,Home,H1,2500,16,3000,38,2200,32,300,27,113,4
1510111366,Gaming,G1,5000,5,6000,38,5200,20,500,28,91,5
1510112117,Gaming,G1,5000,6,6000,18,5200,32,500,28,84,6
1610113272,Student,S1,1500,11,4500,37,2500,25,350,28,101,5
1610113273,Office,O1,3000,14,4000,24,3700,39,350,20,97,5
1610113274,Student,S3,3500,36,8000,26,4150,19,600,36,117,4
1610113275,Home,H3,4500,53,5500,10,4300,41,550,40,144,3
1610113276,Office,O2,3800,34,5000,12,4400,41,450,27,114,4
1510112304,Gaming,G1,5000,10,6000,46,5200,17,500,30,103,5
1510112329,Gaming,G1,5000,13,6000,54,5200,36,500,27,130,4
1510112725,Gaming,G1,5000,12,6000,39,5200,23,500,30,104,5
1610113280,Home,H1,2500,18,3000,11,2200,23,300,24,76,7
1510112940,Gaming,G1,5000,6,6000,34,5200,34,500,28,102,5
1610113282,Student,S2,2500,24,7000,23,3500,15,500,32,94,5
1610113283,Office,O3,4500,41,6500,29,5500,40,600,42,152,3
1610113284,Student,S1,1500,12,4500,51,2500,27,350,20,110,5
1610113285,Home,H3,4500,51,5500,43,4300,31,550,37,162,3
1610113286,Office,O3,4500,50,6500,40,5500,24,600,40,154,3
1610113287,Office,O1,3000,13,4000,33,3700,41,350,20,107,5
1610113288,Home,H1,2500,17,3000,31,2200,29,300,22,99,5
1610113289,Home,H3,4500,48,5500,16,4300,34,550,35,133,4
1610113290,Office,O3,4500,38,6500,23,5500,24,600,33,118,4
1610113291,Student,S1,1500,10,4500,12,2500,31,350,19,72,7
1610113292,Office,O1,3000,13,4000,20,3700,25,350,24,82,6
1510113529,Gaming,G1,5000,11,6000,35,5200,34,500,28,108,5
1510114546,Gaming,G1,5000,8,6000,8,5200,15,500,29,60,8
1610113295,Home,H2,3500,34,4500,51,3200,19,400,34,138,4
1510114640,Gaming,G1,5000,3,6000,21,5200,43,500,30,97,5
1610113297,Office,O3,4500,36,6500,52,5500,20,600,36,144,3
1610113298,Home,H3,4500,40,5500,10,4300,16,550,45,111,5
1610113299,Student,S1,1500,11,4500,39,2500,41,350,28,119,4
1610113300,Office,O2,3800,29,5000,25,4400,13,450,29,96,5
1610113301,Office,O2,3800,26,5000,27,4400,41,450,29,123,4
1610113302,Home,H1,2500,16,3000,29,2200,34,300,23,102,5
1610113303,Home,H2,3500,38,4500,10,3200,42,400,33,123,4
1610113304,Office,O3,4500,42,6500,37,5500,24,600,32,135,4
1610113305,Office,O1,3000,14,4000,23,3700,18,350,20,75,7
1610113306,Student,S2,2500,25,7000,49,3500,43,500,33,150,3
1610113307,Student,S1,1500,10,4500,39,2500,24,350,26,99,5
1610113308,Office,O3,4500,34,6500,46,5500,30,600,31,141,4
1610113309,Office,O2,3800,31,5000,35,4400,38,450,28,132,4
1510115193,Gaming,G1,5000,13,6000,37,5200,18,500,24,92,5
1610113311,Office,O2,3800,35,5000,50,4400,18,450,30,133,4
1510115555,Gaming,G1,5000,14,6000,29,5200,41,500,28,112,4
1510115791,Gaming,G1,5000,11,6000,7,5200,41,500,23,82,6
1510116114,Gaming,G1,5000,5,6000,37,5200,43,500,25,110,5
1610113315,Student,S2,2500,23,7000,31,3500,33,500,25,112,4
1610113316,Office,O3,4500,42,6500,38,5500,33,600,33,146,3
1610113317,Student,S2,2500,27,7000,43,3500,18,500,31,119,4
1610113318,Student,S3,3500,39,8000,52,4150,23,600,32,146,3
1510116233,Gaming,G1,5000,2,6000,30,5200,16,500,23,71,7
1610113320,Student,S3,3500,32,8000,43,4150,34,600,34,143,3
1610113321,Home,H3,4500,47,5500,7,4300,14,550,39,107,5
1610113322,Student,S2,2500,25,7000,13,3500,37,500,26,101,5
1610113323,Home,H2,3500,33,4500,50,3200,37,400,36,156,3
1610113324,Office,O2,3800,28,5000,22,4400,19,450,33,102,5
1510117065,Gaming,G1,5000,9,6000,43,5200,14,500,27,93,5
1610113326,Student,S3,3500,40,8000,54,4150,33,600,33,160,3
1610113327,Student,S2,2500,23,7000,36,3500,19,500,27,105,5
1610113328,Student,S2,2500,23,7000,30,3500,37,500,25,115,4
1610113329,Home,H3,4500,39,5500,39,4300,16,550,43,137,4
1610113330,Student,S1,1500,9,4500,50,2500,41,350,22,122,4
1610113331,Office,O2,3800,28,5000,54,4400,30,450,23,135,4
1510117174,Gaming,G1,5000,5,6000,23,5200,16,500,25,69,7
1510117309,Gaming,G1,5000,9,6000,25,5200,33,500,28,95,5
1610113334,Office,O2,3800,31,5000,36,4400,15,450,29,111,5
1610113335,Home,H3,4500,42,5500,37,4300,31,550,34,144,3
1610113336,Student,S1,1500,13,4500,51,2500,35,350,26,125,4
1610113337,Office,O1,3000,17,4000,48,3700,33,350,23,121,4
1610113338,Office,O2,3800,36,5000,49,4400,32,450,32,149,3
1610113339,Home,H1,2500,18,3000,13,2200,20,300,24,75,7
1610113340,Home,H1,2500,12,3000,13,2200,13,300,28,66,8
1510117418,Gaming,G1,5000,16,6000,9,5200,21,500,26,72,7
1610113342,Office,O1,3000,14,4000,37,3700,19,350,20,90,6
1610113343,Office,O1,3000,14,4000,30,3700,21,350,23,88,6
1610113344,Home,H1,2500,15,3000,51,2200,16,300,27,109,5
1610113345,Home,H3,4500,46,5500,51,4300,33,550,39,169,3
1610113346,Student,S2,2500,28,7000,39,3500,21,500,25,113,4
1610113347,Office,O3,4500,44,6500,18,5500,26,600,36,124,4
1510117510,Gaming,G1,5000,8,6000,44,5200,30,500,33,115,4
1610113349,Student,S3,3500,39,8000,32,4150,33,600,31,135,4
1510117600,Gaming,G1,5000,5,6000,28,5200,21,500,31,85,6
1610113351,Student,S2,2500,23,7000,12,3500,43,500,25,103,5
1610113352,Office,O1,3000,14,4000,17,3700,16,350,24,71,7
1610113353,Office,O1,3000,14,4000,21,3700,22,350,19,76,7
1610113354,Student,S2,2500,27,7000,32,3500,40,500,27,126,4
1610113355,Home,H1,2500,14,3000,41,2200,22,300,26,103,5
1610113356,Office,O3,4500,40,6500,37,5500,19,600,40,136,4
1510117859,Gaming,G1,5000,7,6000,17,5200,25,500,25,74,7
1610113358,Office,O1,3000,14,4000,48,3700,28,350,22,112,4
1610113359,Home,H3,4500,56,5500,27,4300,22,550,42,147,3
1610113360,Office,O2,3800,38,5000,28,4400,43,450,29,138,4
1510118443,Gaming,G1,5000,7,6000,26,5200,41,500,22,96,5
1610113362,Student,S1,1500,9,4500,47,2500,32,350,22,110,5
1510119002,Gaming,G1,5000,9,6000,7,5200,18,500,28,62,8
1610113364,Home,H1,2500,15,3000,48,2200,28,300,25,116,4
1610113365,Home,H1,2500,17,3000,48,2200,32,300,32,129,4
1610113366,Student,S1,1500,8,4500,45,2500,39,350,22,114,4
1510119565,Gaming,G1,5000,12,6000,21,5200,24,500,32,89,6
1610113368,Home,H1,2500,14,3000,40,2200,19,300,22,95,5
1610113369,Home,H1,2500,15,3000,19,2200,33,300,30,97,5
1610113370,Home,H2,3500,42,4500,19,3200,28,400,33,122,4
1610113371,Student,S3,3500,41,8000,32,4150,33,600,38,144,3
1610113372,Home,H3,4500,46,5500,17,4300,13,550,36,112,4
1610113373,Office,O3,4500,44,6500,21,5500,13,600,29,107,5
1610113374,Home,H2,3500,38,4500,37,3200,25,400,33,133,4
1610113375,Student,S3,3500,34,8000,34,4150,37,600,26,131,4
1610113376,Student,S1,1500,10,4500,43,2500,39,350,28,120,4
1610113377,Home,H3,4500,47,5500,8,4300,26,550,36,117,4
1610113378,Office,O1,3000,14,4000,18,3700,35,350,25,92,5
1610113379,Home,H1,2500,15,3000,45,2200,13,300,28,101,5
1610113380,Home,H1,2500,15,3000,21,2200,21,300,25,82,6
1510119893,Gaming,G1,5000,6,6000,51,5200,37,500,30,124,4
1510120005,Gaming,G1,5000,10,6000,32,5200,41,500,29,112,4
1610113383,Office,O1,3000,12,4000,54,3700,39,350,25,130,4
1610113384,Home,H1,2500,14,3000,26,2200,31,300,24,95,5
1610113385,Home,H1,2500,16,3000,31,2200,16,300,20,83,6
1610113386,Home,H2,3500,33,4500,32,3200,24,400,31,120,4
1510120787,Gaming,G1,5000,7,6000,44,5200,18,500,23,92,5
1610113388,Office,O3,4500,38,6500,49,5500,34,600,38,159,3
1610113389,Student,S2,2500,26,7000,20,3500,17,500,32,95,5
1510121362,Gaming,G1,5000,9,6000,9,5200,36,500,32,86,6
1610113391,Office,O3,4500,35,6500,12,5500,37,600,41,125,4
1610113392,Office,O1,3000,15,4000,16,3700,24,350,20,75,7
1510121449,Gaming,G1,5000,8,6000,18,5200,33,500,33,92,5
1510122008,Gaming,G1,5000,7,6000,45,5200,15,500,28,95,5
1610113395,Home,H3,4500,49,5500,22,4300,28,550,39,138,4
1610113396,Office,O3,4500,44,6500,26,5500,32,600,42,144,3
1510122225,Gaming,G1,5000,12,6000,31,5200,37,500,23,103,5
1610113398,Office,O3,4500,37,6500,44,5500,16,600,31,128,4
1610113399,Office,O2,3800,38,5000,27,4400,34,450,35,134,4
1610113400,Home,H2,3500,39,4500,28,3200,22,400,33,122,4
1610113401,Student,S2,2500,23,7000,18,3500,26,500,32,99,5
1610113402,Office,O3,4500,42,6500,50,5500,38,600,40,170,3
1610113403,Office,O1,3000,15,4000,51,3700,32,350,19,117,4
1410110334,Gaming,G1,5000,11,6000,54,5200,22,500,24,111,5
1610113405,Home,H1,2500,13,3000,11,2200,20,300,26,70,7
1610113406,Student,S1,1500,9,4500,52,2500,39,350,22,122,4
1610113407,Home,H3,4500,51,5500,29,4300,43,550,37,160,3
1410110360,Gaming,G1,5000,11,6000,16,5200,15,500,23,65,8
1410110432,Gaming,G1,5000,11,6000,9,5200,37,500,28,85,6
1610113410,Home,H3,4500,41,5500,20,4300,29,550,39,129,4
1410110892,Gaming,G1,5000,8,6000,51,5200,21,500,27,107,5
1410111088,Gaming,G1,5000,13,6000,28,5200,16,500,32,89,6
1610113413,Home,H2,3500,35,4500,8,3200,20,400,33,96,5
1610113414,Student,S3,3500,30,8000,24,4150,30,600,37,121,4
1610113415,Student,S2,2500,18,7000,33,3500,33,500,26,110,5
1610113416,Home,H2,3500,38,4500,39,3200,24,400,32,133,4
1610113417,Home,H2,3500,37,4500,25,3200,25,400,38,125,4
1410111383,Gaming,G1,5000,11,6000,29,5200,43,500,21,104,5
1610113419,Office,O2,3800,32,5000,35,4400,38,450,27,132,4
1610113420,Student,S2,2500,24,7000,41,3500,33,500,29,127,4
1610113421,Student,S2,2500,26,7000,42,3500,18,500,27,113,4
1610113422,Student,S3,3500,39,8000,27,4150,31,600,33,130,4
1410111739,Gaming,G1,5000,10,6000,46,5200,35,500,32,123,4
1610113424,Office,O2,3800,31,5000,7,4400,31,450,30,99,5
1610113425,Home,H1,2500,16,3000,29,2200,16,300,29,90,6
1610113426,Home,H2,3500,31,4500,20,3200,42,400,32,125,4
1610113427,Office,O3,4500,49,6500,27,5500,18,600,34,128,4
1610113428,Student,S3,3500,36,8000,7,4150,36,600,31,110,5
1410111986,Gaming,G1,5000,9,6000,18,5200,16,500,26,69,7
1610113430,Student,S2,2500,24,7000,38,3500,27,500,22,111,5
1610113431,Student,S3,3500,32,8000,21,4150,15,600,34,102,5
1610113432,Home,H3,4500,50,5500,24,4300,33,550,39,146,3
1610113433,Student,S3,3500,34,8000,15,4150,20,600,29,98,5
1610113434,Home,H3,4500,48,5500,47,4300,20,550,33,148,3
1610113435,Student,S3,3500,35,8000,54,4150,38,600,38,165,3
1610113436,Home,H3,4500,44,5500,46,4300,13,550,48,151,3
1610113437,Home,H2,3500,30,4500,37,3200,38,400,36,141,4
1610113438,Office,O1,3000,14,4000,32,3700,24,350,15,85,6
1610113439,Office,O3,4500,47,6500,25,5500,21,600,32,125,4
1610113440,Student,S1,1500,11,4500,37,2500,29,350,24,101,5
1610113441,Office,O2,3800,28,5000,49,4400,39,450,28,144,3
1610113442,Home,H2,3500,27,4500,25,3200,29,400,34,115,4
1610113443,Office,O3,4500,40,6500,26,5500,34,600,40,140,4
1410113056,Gaming,G1,5000,11,6000,26,5200,15,500,26,78,6
1610113445,Office,O2,3800,28,5000,31,4400,17,450,28,104,5
1610113446,Office,O2,3800,33,5000,42,4400,19,450,31,125,4
1610113447,Home,H1,2500,15,3000,47,2200,36,300,23,121,4
1610113448,Home,H1,2500,14,3000,8,2200,30,300,21,73,7
1610113449,Office,O2,3800,35,5000,13,4400,43,450,30,121,4
1610113450,Office,O3,4500,34,6500,39,5500,34,600,36,143,3
1410113242,Gaming,G1,5000,9,6000,26,5200,39,500,29,103,5
1610113452,Office,O2,3800,27,5000,49,4400,35,450,23,134,4
1610113453,Home,H2,3500,37,4500,50,3200,38,400,32,157,3
1610113454,Office,O2,3800,32,5000,34,4400,13,450,27,106,5
1610113455,Office,O1,3000,13,4000,51,3700,28,350,18,110,5
1410114414,Gaming,G1,5000,7,6000,41,5200,19,500,33,100,5
1610113457,Office,O3,4500,43,6500,24,5500,30,600,40,137,4
1610113458,Home,H3,4500,40,5500,17,4300,34,550,44,135,4
1410114925,Gaming,G1,5000,3,6000,53,5200,33,500,26,115,4
1410114949,Gaming,G1,5000,9,6000,49,5200,15,500,26,99,5
1610113461,Home,H1,2500,12,3000,14,2200,17,300,30,73,7
1610113462,Office,O2,3800,27,5000,24,4400,18,450,29,98,5
1610113463,Home,H3,4500,45,5500,13,4300,14,550,36,108,5
1410115207,Gaming,G1,5000,7,6000,40,5200,18,500,35,100,5
1610113465,Office,O1,3000,12,4000,43,3700,14,350,20,89,6
1610113466,Office,O2,3800,29,5000,33,4400,19,450,33,114,4
1410115285,Gaming,G1,5000,7,6000,49,5200,13,500,27,96,5
1610113468,Student,S2,2500,22,7000,41,3500,16,500,25,104,5
1410115339,Gaming,G1,5000,10,6000,35,5200,17,500,25,87,6
1610113470,Home,H2,3500,36,4500,20,3200,20,400,31,107,5
1410116720,Gaming,G1,5000,4,6000,48,5200,14,500,33,99,5
1610113472,Home,H1,2500,13,3000,43,2200,13,300,28,97,5
1610113473,Student,S3,3500,36,8000,27,4150,21,600,32,116,4
1610113474,Home,H2,3500,28,4500,47,3200,17,400,37,129,4
1410117580,Gaming,G1,5000,6,6000,45,5200,21,500,24,96,5
1610113476,Home,H3,4500,46,5500,24,4300,24,550,39,133,4
1610113477,Student,S1,1500,11,4500,12,2500,24,350,21,68,7
1610113478,Home,H3,4500,44,5500,47,4300,17,550,35,143,3
1610113479,Office,O1,3000,14,4000,32,3700,24,350,23,93,5
1610113480,Office,O2,3800,32,5000,23,4400,21,450,28,104,5
1610113481,Student,S3,3500,37,8000,12,4150,15,600,34,98,5
1610113482,Home,H1,2500,12,3000,26,2200,23,300,22,83,6
1610113483,Student,S1,1500,12,4500,7,2500,13,350,25,57,9
1610113484,Home,H1,2500,12,3000,49,2200,23,300,27,111,5
1610113485,Home,H2,3500,32,4500,52,3200,20,400,35,139,4
1610113486,Home,H3,4500,56,5500,38,4300,23,550,39,156,3
1410117622,Gaming,G1,5000,13,6000,28,5200,17,500,20,78,6
1410119456,Gaming,G1,5000,7,6000,7,5200,24,500,29,67,7
1610113489,Student,S3,3500,39,8000,33,4150,23,600,30,125,4
1410119688,Gaming,G1,5000,6,6000,23,5200,18,500,34,81,6
1610113491,Office,O3,4500,41,6500,40,5500,19,600,36,136,4
1610113492,Office,O2,3800,31,5000,27,4400,15,450,25,98,5
1410119775,Gaming,G1,5000,9,6000,39,5200,16,500,29,93,5
1410120098,Gaming,G1,5000,9,6000,17,5200,16,500,24,66,8
1610113495,Home,H1,2500,14,3000,43,2200,22,300,26,105,5
1610113496,Office,O1,3000,13,4000,7,3700,15,350,21,56,9
1610113497,Home,H2,3500,35,4500,15,3200,23,400,33,106,5
1610113498,Home,H1,2500,12,3000,31,2200,15,300,28,86,6
1310110480,Gaming,G1,5000,5,6000,47,5200,18,500,27,97,5
1610113500,Office,O3,4500,50,6500,36,5500,15,600,34,135,4
1310110579,Gaming,G1,5000,6,6000,22,5200,22,500,28,78,6
1610113502,Home,H1,2500,15,3000,23,2200,21,300,32,91,5
1610113503,Student,S3,3500,34,8000,31,4150,13,600,33,111,5
1610113504,Student,S2,2500,29,7000,7,3500,21,500,33,90,6
1610113505,Office,O3,4500,36,6500,15,5500,20,600,35,106,5
1610113506,Student,S3,3500,35,8000,11,4150,15,600,30,91,5
1610113507,Student,S1,1500,13,4500,17,2500,18,350,25,73,7
1610113508,Office,O1,3000,12,4000,31,3700,13,350,21,77,6
1610113509,Home,H2,3500,35,4500,50,3200,16,400,28,129,4
1610113510,Student,S1,1500,10,4500,40,2500,14,350,25,89,6
1310110956,Gaming,G1,5000,6,6000,49,5200,18,500,28,101,5
1310111115,Gaming,G1,5000,9,6000,41,5200,18,500,28,96,5
1610113513,Home,H1,2500,15,3000,41,2200,20,300,29,105,5
1310111162,Gaming,G1,5000,11,6000,36,5200,19,500,26,92,5
1610113515,Student,S3,3500,33,8000,41,4150,15,600,34,123,4
1310111601,Gaming,G1,5000,10,6000,31,5200,21,500,32,94,5
1610113517,Home,H1,2500,13,3000,11,2200,14,300,27,65,8
1610113518,Student,S1,1500,13,4500,40,2500,13,350,23,89,6
1310111663,Gaming,G1,5000,11,6000,34,5200,18,500,26,89,6
1610113520,Student,S1,1500,10,4500,46,2500,19,350,22,97,5
1610113521,Office,O1,3000,14,4000,38,3700,16,350,19,87,6
1610113522,Home,H1,2500,13,3000,35,2200,13,300,26,87,6
1610113523,Student,S3,3500,41,8000,7,4150,24,600,36,108,5
1610113524,Office,O2,3800,30,5000,38,4400,19,450,26,113,4
1310111871,Gaming,G1,5000,6,6000,38,5200,17,500,25,86,6
1610113526,Office,O2,3800,34,5000,18,4400,16,450,27,95,5
1310113231,Gaming,G1,5000,9,6000,37,5200,13,500,28,87,6
1610113528,Student,S3,3500,36,8000,24,4150,17,600,26,103,5
1610113529,Office,O2,3800,31,5000,26,4400,21,450,27,105,5
1610113530,Home,H1,2500,15,3000,10,2200,20,300,25,70,7
1610113531,Home,H3,4500,47,5500,12,4300,19,550,39,117,4
1610113532,Office,O1,3000,15,4000,46,3700,13,350,26,100,5
1610113533,Student,S1,1500,12,4500,54,2500,24,350,29,119,4
1610113534,Office,O2,3800,33,5000,39,4400,14,450,27,113,4
1310113963,Gaming,G1,5000,12,6000,11,5200,13,500,26,62,8
1610113536,Home,H3,4500,48,5500,34,4300,19,550,37,138,4
1610113537,Office,O1,3000,16,4000,23,3700,24,350,25,88,6
1610113538,Student,S1,1500,11,4500,29,2500,18,350,26,84,6
1610113539,Office,O2,3800,32,5000,51,4400,24,450,26,133,4
1310114129,Gaming,G1,5000,14,6000,43,5200,19,500,25,101,5
1310114517,Gaming,G1,5000,5,6000,40,5200,21,500,29,95,5
1610113542,Office,O2,3800,24,5000,33,4400,16,450,31,104,5
1610113543,Home,H1,2500,15,3000,31,2200,22,300,23,91,5
1610113544,Office,O2,3800,29,5000,16,4400,15,450,31,91,5
1610113545,Student,S2,2500,25,7000,23,3500,21,500,26,95,5
1610113546,Office,O3,4500,33,6500,12,5500,36,600,39,120,4
1310114593,Gaming,G1,5000,9,6000,20,5200,20,500,23,72,7
1610113548,Student,S1,1500,11,4500,35,2500,19,350,25,90,6
1310114714,Gaming,G1,5000,5,6000,11,5200,14,500,27,57,9
1610113550,Home,H3,4500,51,5500,49,4300,15,550,38,153,3
1610113551,Home,H1,2500,15,3000,19,2200,15,300,26,75,7
1610113552,Office,O2,3800,27,5000,17,4400,19,450,29,92,5
1310115307,Gaming,G1,5000,6,6000,7,5200,15,500,24,52,10
1310116068,Gaming,G1,5000,14,6000,9,5200,22,500,30,75,7
1610113555,Student,S1,1500,11,4500,18,2500,14,350,25,68,7
1610113556,Home,H3,4500,41,5500,46,4300,19,550,36,142,4
1210110062,Gaming,G1,5000,11,6000,10,5200,22,500,24,67,7
1610113558,Office,O2,3800,29,5000,17,4400,17,450,26,89,6
1610113559,Office,O1,3000,13,4000,10,3700,24,350,21,68,7
1610113560,Student,S3,3500,39,8000,36,4150,15,600,32,122,4
1610113561,Student,S3,3500,41,8000,43,4150,20,600,36,140,4
1610113562,Office,O3,4500,38,6500,31,5500,21,600,38,128,4
1610113563,Office,O1,3000,13,4000,13,3700,13,350,22,61,8
1210110690,Gaming,G1,5000,5,6000,14,5200,14,500,28,61,8
1210110980,Gaming,G1,5000,8,6000,11,5200,15,500,30,64,8
1610113566,Student,S1,1500,12,4500,17,2500,24,350,23,76,7
1610113567,Office,O1,3000,10,4000,16,3700,21,350,25,72,7
1610113568,Office,O2,3800,36,5000,16,4400,20,450,30,102,5
1610113569,Student,S1,1500,10,4500,15,2500,15,350,25,65,8
1610113570,Home,H2,3500,32,4500,51,3200,17,400,36,136,4
1610113571,Home,H3,4500,42,5500,21,4300,19,550,33,115,4
1210110993,Gaming,G1,5000,8,6000,52,5200,17,500,28,105,5
1610113573,Home,H1,2500,15,3000,10,2200,14,300,28,67,7
1210111437,Gaming,G1,5000,11,6000,39,5200,18,500,30,98,5
1210112262,Gaming,G1,5000,7,6000,25,5200,23,500,26,81,6
1210112310,Gaming,G1,5000,13,6000,27,5200,14,500,32,86,6
1610113577,Office,O1,3000,13,4000,29,3700,23,350,19,84,6
1610113578,Home,H1,2500,17,3000,10,2200,16,300,27,70,7
1610113579,Office,O2,3800,30,5000,37,4400,17,450,22,106,5
1610113580,Student,S2,2500,26,7000,23,3500,15,500,33,97,5
1210112494,Gaming,G1,5000,7,6000,49,5200,17,500,23,96,5
1610113582,Home,H1,2500,15,3000,39,2200,14,300,22,90,6
1210112586,Gaming,G1,5000,11,6000,46,5200,13,500,26,96,5
1610113584,Office,O3,4500,45,6500,35,5500,13,600,42,135,4
1610113585,Office,O1,3000,12,4000,37,3700,19,350,20,88,6
1610113586,Student,S2,2500,24,7000,50,3500,21,500,29,124,4
1610113587,Student,S1,1500,13,4500,29,2500,21,350,22,85,6
1610113588,Office,O2,3800,28,5000,7,4400,18,450,26,79,6
1210113015,Gaming,G1,5000,14,6000,37,5200,15,500,33,99,5
1610113590,Office,O3,4500,32,6500,31,5500,19,600,33,115,4
1610113591,Home,H2,3500,29,4500,38,3200,13,400,32,112,4
1610113592,Home,H2,3500,33,4500,43,3200,21,400,34,131,4
1210113733,Gaming,G1,5000,8,6000,52,5200,23,500,29,112,4
1210114051,Gaming,G1,5000,12,6000,30,5200,24,500,31,97,5
1610113595,Office,O1,3000,14,4000,43,3700,14,350,23,94,5
1610113596,Home,H2,3500,29,4500,7,3200,18,400,38,92,5
1610113597,Home,H3,4500,45,5500,13,4300,13,550,43,114,4
1210114127,Gaming,G1,5000,7,6000,50,5200,19,500,26,102,5
1610113599,Office,O1,3000,14,4000,22,3700,18,350,26,80,6
1610113600,Office,O1,3000,15,4000,43,3700,21,350,20,99,5
1610113601,Student,S1,1500,11,4500,54,2500,21,350,25,111,5
1610113602,Home,H2,3500,33,4500,36,3200,22,400,31,122,4
1210114145,Gaming,G1,5000,7,6000,30,5200,23,500,24,84,6
1610113604,Home,H2,3500,33,4500,39,3200,21,400,26,119,4
1610113605,Student,S2,2500,27,7000,50,3500,18,500,27,122,4
1210114666,Gaming,G1,5000,13,6000,54,5200,15,500,27,109,5
1610113607,Office,O3,4500,50,6500,23,5500,17,600,33,123,4
1610113608,Home,H3,4500,47,5500,25,4300,19,550,39,130,4
1610113609,Home,H1,2500,13,3000,36,2200,13,300,22,84,6
1610113610,Office,O2,3800,30,5000,37,4400,17,450,27,111,5
1610113611,Office,O3,4500,50,6500,51,5500,15,600,35,151,3
1610113612,Home,H3,4500,42,5500,48,4300,23,550,44,157,3
1210114676,Gaming,G1,5000,10,6000,49,5200,13,500,33,105,5
1210115714,Gaming,G1,5000,6,6000,13,5200,19,500,26,64,8
1210115857,Gaming,G1,5000,12,6000,13,5200,15,500,26,66,8
1610113616,Home,H1,2500,15,3000,9,2200,20,300,30,74,7
1610113617,Office,O1,3000,13,4000,37,3700,20,350,25,95,5
1610113618,Home,H2,3500,37,4500,30,3200,15,400,38,120,4
1610113619,Office,O3,4500,47,6500,51,5500,21,600,30,149,3
1610113620,Office,O2,3800,33,5000,51,4400,20,450,28,132,4
1210115919,Gaming,G1,5000,8,6000,39,5200,24,500,23,94,5
1610113622,Home,H3,4500,47,5500,18,4300,21,550,33,119,4
1610113623,Home,H2,3500,40,4500,44,3200,14,400,30,128,4
1610113624,Student,S2,2500,23,7000,32,3500,15,500,31,101,5
1610113625,Home,H3,4500,50,5500,28,4300,13,550,37,128,4
1210116344,Gaming,G1,5000,6,6000,12,5200,14,500,26,58,9
1610113627,Office,O1,3000,15,4000,17,3700,22,350,20,74,7
1210116387,Gaming,G1,5000,7,6000,21,5200,23,500,28,79,6
1610113629,Home,H2,3500,42,4500,32,3200,22,400,29,125,4
1610113630,Office,O2,3800,31,5000,41,4400,15,450,25,112,4
1610113631,Home,H3,4500,41,5500,37,4300,23,550,45,146,3
1610113632,Office,O2,3800,38,5000,17,4400,14,450,30,99,5
1610113633,Home,H1,2500,13,3000,48,2200,14,300,25,100,5
1610113634,Student,S2,2500,25,7000,27,3500,21,500,27,100,5
1610113635,Student,S2,2500,25,7000,28,3500,15,500,26,94,5
1210116531,Gaming,G1,5000,8,6000,26,5200,20,500,27,81,6
1610113637,Home,H1,2500,16,3000,47,2200,19,300,28,110,5
1610113638,Home,H2,3500,38,4500,7,3200,21,400,32,98,5
1610113639,Home,H2,3500,34,4500,48,3200,24,400,29,135,4
1610113640,Home,H3,4500,52,5500,48,4300,23,550,44,167,3
1610113641,Student,S2,2500,23,7000,45,3500,14,500,30,112,4
1610113642,Student,S3,3500,38,8000,21,4150,21,600,32,112,4
1210116777,Gaming,G1,5000,16,6000,40,5200,23,500,29,108,5
